article_id,ticker,company,subject,description,category,attachment_url,broadcast_date,sort_date,company_name,industry,exchange,source,ingested_at
471cf3e4d76d4dae1e32e0294862a500,MARUTI,Maruti Suzuki,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Maruti Suzuki India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_17032026135930_STxIntimation_DraftAssessOrder_16March2026.pdf,17-Mar-2026 14:03:28,2026-03-17 14:03:28,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
cd834b4a65a56146d6333beef09952df,MARUTI,Maruti Suzuki,Analysts/Institutional Investor Meet/Con. Call Updates,Maruti Suzuki India Limited has informed the Exchange about Investor Presentation,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_17032026102744_StxIntimation_InvestorPresentation_17March2026.pdf,17-Mar-2026 10:29:32,2026-03-17 10:29:31,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
32a26d34fcaf8925c08d6733421b4f9e,MARUTI,Maruti Suzuki,Analysts/Institutional Investor Meet/Con. Call Updates,Maruti Suzuki India Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_12032026162910_StxIntimation_InvestorMeet_17Mar2026.pdf,12-Mar-2026 16:34:06,2026-03-12 16:34:05,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
2e1ee787dcc8a008623ec77aadac3b74,MARUTI,Maruti Suzuki,General Updates,Maruti Suzuki India Limited has informed the Exchange about Maruti Suzuki Production Volume: February 2026,General Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_01032026192147_StxIntimation_Prod_Feb_2026.pdf,01-Mar-2026 19:24:01,2026-03-01 19:24:00,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
12b4bb8222b0c5effb16337fdddf9cf1,MARUTI,Maruti Suzuki,Press Release,"Maruti Suzuki India Limited has informed the Exchange regarding a press release dated March 01, 2026, titled ""Maruti Suzuki sales in February 2026"".",Press Release,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_01032026105606_STxIntimation_Sales_Feb_2026.pdf,01-Mar-2026 10:58:32,2026-03-01 10:58:31,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
a082e4a261292dfa97160fb33a52e6a6,MARUTI,Maruti Suzuki,General Updates,"Maruti Suzuki India Limited has informed the Exchange about Intimation under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_27022026181508_CCI_27022026.pdf,27-Feb-2026 18:18:05,2026-02-27 18:18:04,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
fb8ed2ed93f3ee747a36ec1e59bb92bc,MARUTI,Maruti Suzuki,Copy of Newspaper Publication,Maruti Suzuki India Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_20022026124019_StxIntimation_NPs_19Feb2026.pdf,20-Feb-2026 12:42:01,2026-02-20 12:42:00,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
a74d2be8b69b06a0554e4e70f6eca283,MARUTI,Maruti Suzuki,General Updates,Maruti Suzuki India Limited has informed the Exchange about India Goes Electric with Maruti Suzuki e VITARA,General Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_17022026142510_Press_Release_India_Goes_Electric_with_Maruti_Suzuki_e_VITARA_final.pdf,17-Feb-2026 14:26:39,2026-02-17 14:26:39,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
55629cb5e2b0376de271e8e839719898,MARUTI,Maruti Suzuki,Analysts/Institutional Investor Meet/Con. Call Updates,Maruti Suzuki India Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_10022026120506_STxIntimation_InvestorMeet_23_24Feb2026.pdf,10-Feb-2026 12:11:28,2026-02-10 12:11:28,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
e00f6989b2c8c69bb74bd3adbc46ad00,MARUTI,Maruti Suzuki,Analysts/Institutional Investor Meet/Con. Call Updates,Maruti Suzuki India Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_04022026214853_InvestorMeet04022026.pdf,04-Feb-2026 21:53:58,2026-02-04 21:53:57,Maruti Suzuki India Limited,Automobiles - 4 Wheelers,NSE,nse_announcements,2026-03-18T06:18:59.036572
